Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Aroma Espresso Bar,43.77088,-79.331775,Coffee Shop
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Edward Village,43.77073743663521,-79.33626651763916,Hotel
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.777964,-79.344715,Coffee Shop
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Subway,43.78583089500218,-79.35195323650834,Sandwich Place
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tommy Hilfiger,43.77742747193735,-79.34589327979445,Clothing Store
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,GoodLife Fitness North York Sheppard and Consumers,43.774647,-79.328698,Gym
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Beiruti Grand Cafe,43.77300156841736,-79.33253288902613,Middle Eastern Restaurant
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Subway,43.77375219472015,-79.34070116762729,Sandwich Place
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,The Beer Store,43.7861261,-79.3526277,Beer Store
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,KFC,43.7776,-79.3442,Fast Food Restaurant
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Spring Rolls,43.77735069518037,-79.34397727347279,Asian Restaurant
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Popeyes Louisiana Kitchen,43.78571942050977,-79.35193421103621,Fried Chicken Joint
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hollister Co.,43.778088689883695,-79.34370423838938,Clothing Store
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Zara,43.77796124176356,-79.34469070057258,Clothing Store
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.77484059769238,-79.3343446925337,Coffee Shop
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Petro-Canada,43.78786608693071,-79.35285037610527,Gas Station
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Petro-Canada,43.775024,-79.333001,Gas Station
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Pizza Pizza,43.78594607852859,-79.35294215201395,Pizza Place
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.77879616680773,-79.3650627136231,Coffee Shop
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Willie Stouts,43.774448344670816,-79.3308162689209,Pub
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Old Sheppard Park,43.77812803652501,-79.3333911895752,Park
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Don Mills Rd & Parkway Forest Dr.,43.76867580295433,-79.34889887025959,Intersection
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Shawarma and Kebob,43.76698965408248,-79.34699846901431,Middle Eastern Restaurant
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Highway 401 & 404 Merge,43.76807896937376,-79.33872196257575,Intersection
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Chef 404 Exotic Cuisine,43.77527726343661,-79.33073043823242,Asian Restaurant
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Havenbrook Park,43.76808775388712,-79.35562133789062,Park
"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Pizza Nova,43.77901061663738,-79.36432905931204,Pizza Place
Bayview Village,43.7869473,-79.385975,Don Valley Parklands,43.79248953869106,-79.38034747310336,Park
Bayview Village,43.7869473,-79.385975,Kori Sushi,43.79161297568961,-79.39226749018948,Japanese Restaurant
Bayview Village,43.7869473,-79.385975,Sun Star Chinese Cuisine 翠景小炒,43.78791448422642,-79.38123404311649,Chinese Restaurant
Bayview Village,43.7869473,-79.385975,Harvey's,43.7922865144151,-79.39302398965629,Restaurant
Bayview Village,43.7869473,-79.385975,TD Canada Trust,43.7880740139986,-79.38036672770977,Bank
Bayview Village,43.7869473,-79.385975,TD Canada Trust,43.7913867,-79.3920816,Bank
Bayview Village,43.7869473,-79.385975,Tufts' valu-mart,43.790843,-79.392045,Grocery Store
Bayview Village,43.7869473,-79.385975,Petro-Canada,43.792377,-79.39354,Gas Station
Bayview Village,43.7869473,-79.385975,Petro-Canada,43.79279703099197,-79.39319661519343,Gas Station
Bayview Village,43.7869473,-79.385975,Maxim's Cafe and Patisserie,43.78786337669778,-79.38075094208715,Café
Bayview Village,43.7869473,-79.385975,Kaga Sushi,43.78775840092113,-79.38108976991016,Japanese Restaurant
Bayview Village,43.7869473,-79.385975,Bayview & Finch,43.78492074750448,-79.39241985785098,Intersection
Bayview Village,43.7869473,-79.385975,Forest Grove,43.77934077365666,-79.37932635258618,Trail
Bayview Village,43.7869473,-79.385975,Toronto Athletic Camps - TAC Sports,43.7967694,-79.3921565,Athletics & Sports
Bayview Village,43.7869473,-79.385975,Alamosa Park,43.7812845587767,-79.3698557087135,Park
Bayview Village,43.7869473,-79.385975,Willowdale Greenway Path,43.78418534217344,-79.40396058978317,Trail
"York Mills, Silver Hills",43.7574902,-79.3747141,The Keg Steakhouse + Bar - Leslie Street,43.758797847809696,-79.36074935128283,Restaurant
"York Mills, Silver Hills",43.7574902,-79.3747141,VIA CIBO | italian streetfood,43.75406686431253,-79.35795099741557,Italian Restaurant
"York Mills, Silver Hills",43.7574902,-79.3747141,Taro's Fish,43.76996164341515,-79.37465906198047,Fish Market
"York Mills, Silver Hills",43.7574902,-79.3747141,What a Bagel,43.75433008199148,-79.35746465464855,Bagel Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,IKEA,43.76834838240512,-79.36857588777414,Furniture / Home Store
"York Mills, Silver Hills",43.7574902,-79.3747141,Baskin-Robbins,43.7472210863298,-79.3843286802534,Ice Cream Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,Shatter Abbas,43.769997628351945,-79.37443439177133,Persian Restaurant
"York Mills, Silver Hills",43.7574902,-79.3747141,Samjung Japanese Restaurant,43.75525099504457,-79.36032313234564,Japanese Restaurant
"York Mills, Silver Hills",43.7574902,-79.3747141,IKEA North York,43.76831854814136,-79.3686300306581,Furniture / Home Store
"York Mills, Silver Hills",43.7574902,-79.3747141,Longo's York Mills,43.754319360674245,-79.35729068286336,Supermarket
"York Mills, Silver Hills",43.7574902,-79.3747141,Mountain Equipment Co-op,43.76987684570399,-79.37511694519891,Outdoor Supply Store
"York Mills, Silver Hills",43.7574902,-79.3747141,Shoppers Drug Mart,43.74704,-79.385121,Cosmetics Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,MEC,43.76989364818691,-79.37516454175586,Sporting Goods Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,Sunshine Spot,43.770162103240736,-79.37477798821956,Breakfast Spot
"York Mills, Silver Hills",43.7574902,-79.3747141,Goose & Firkin,43.75615379030734,-79.36049355792709,Pub
"York Mills, Silver Hills",43.7574902,-79.3747141,GAP,43.769131815140064,-79.38417403386923,Clothing Store
"York Mills, Silver Hills",43.7574902,-79.3747141,Booster Juice,43.75376671,-79.35900467,Juice Bar
"York Mills, Silver Hills",43.7574902,-79.3747141,Pusateri's Fine Foods,43.76867945012325,-79.38413261440179,Gourmet Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,Tabüle,43.766556,-79.38795,Mediterranean Restaurant
"York Mills, Silver Hills",43.7574902,-79.3747141,Kwan Dim Sum,43.75425617395789,-79.35857045329246,Dim Sum Restaurant
"York Mills, Silver Hills",43.7574902,-79.3747141,IKEA Bistro & Swedish Food Market,43.767763,-79.367451,Food & Drink Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,Big Smoke Burger,43.752836,-79.358998,Burger Joint
"York Mills, Silver Hills",43.7574902,-79.3747141,LCBO,43.75413318628438,-79.35705066710972,Liquor Store
"York Mills, Silver Hills",43.7574902,-79.3747141,RBC Royal Bank,43.76769517008107,-79.38227852004049,Bank
"York Mills, Silver Hills",43.7574902,-79.3747141,RBC Royal Bank,43.753041087604274,-79.35824111651904,Bank
"York Mills, Silver Hills",43.7574902,-79.3747141,Starbucks,43.75419547118663,-79.35764131533773,Coffee Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,Second Cup,43.75380451882712,-79.35806384135824,Coffee Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,Hero Certified Burgers,43.74740980372292,-79.38463420961683,Burger Joint
"York Mills, Silver Hills",43.7574902,-79.3747141,Tim Hortons,43.766131139305664,-79.36994369490534,Coffee Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,Shoppers Drug Mart,43.754171,-79.358057,Pharmacy
"York Mills, Silver Hills",43.7574902,-79.3747141,Subway,43.74819795086458,-79.38513217733288,Sandwich Place
"York Mills, Silver Hills",43.7574902,-79.3747141,TD Canada Trust,43.74681470317254,-79.38498744296807,Bank
"York Mills, Silver Hills",43.7574902,-79.3747141,Dollarama,43.756802,-79.359518,Discount Store
"York Mills, Silver Hills",43.7574902,-79.3747141,RBC Royal Bank,43.74672233605165,-79.38535898923874,Bank
"York Mills, Silver Hills",43.7574902,-79.3747141,McDonald's,43.769855,-79.3706242,Fast Food Restaurant
"York Mills, Silver Hills",43.7574902,-79.3747141,York Mills Arena,43.74798198272735,-79.38342659137027,Baseball Field
"York Mills, Silver Hills",43.7574902,-79.3747141,Tim Hortons,43.755652,-79.359773,Coffee Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,Petro-Canada,43.753062,-79.359937,Gas Station
"York Mills, Silver Hills",43.7574902,-79.3747141,TD Canada Trust,43.7542576,-79.3589798,Bank
"York Mills, Silver Hills",43.7574902,-79.3747141,TD Canada Trust,43.7698523,-79.3713749,Bank
"York Mills, Silver Hills",43.7574902,-79.3747141,Shell,43.76973986,-79.37631764,Gas Station
"York Mills, Silver Hills",43.7574902,-79.3747141,St. Louis Bar and Grill,43.75431184879757,-79.35745060800538,Wings Joint
"York Mills, Silver Hills",43.7574902,-79.3747141,North York YMCA,43.76581385139818,-79.38661740285424,Gym
"York Mills, Silver Hills",43.7574902,-79.3747141,Windfields Restaurant,43.75330963411871,-79.3588366714113,Diner
"York Mills, Silver Hills",43.7574902,-79.3747141,Subway,43.7701119,-79.3745923,Sandwich Place
"York Mills, Silver Hills",43.7574902,-79.3747141,Bread & Roses,43.76840696542905,-79.38513089982129,Café
"York Mills, Silver Hills",43.7574902,-79.3747141,The Village Spa,43.76845964626636,-79.38506126403809,Spa
"York Mills, Silver Hills",43.7574902,-79.3747141,Swiss Chalet,43.7531193808889,-79.357777162287,Restaurant
"York Mills, Silver Hills",43.7574902,-79.3747141,Metro,43.747356727799,-79.38536569476128,Supermarket
"York Mills, Silver Hills",43.7574902,-79.3747141,Second Cup,43.74733307198831,-79.3847544893269,Coffee Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,Pizza Pizza,43.76977203092848,-79.37554445505702,Pizza Place
"York Mills, Silver Hills",43.7574902,-79.3747141,St. Andrews Park,43.757308812135385,-79.38661557017805,Park
"York Mills, Silver Hills",43.7574902,-79.3747141,Ames Park,43.751867621001765,-79.36547279085646,Park
"York Mills, Silver Hills",43.7574902,-79.3747141,Oriole GO Station,43.765601333242174,-79.36452324581155,Train Station
"York Mills, Silver Hills",43.7574902,-79.3747141,McDonald's,43.753641625996,-79.35895392638469,Fast Food Restaurant
"York Mills, Silver Hills",43.7574902,-79.3747141,Hwy 401 at Bayview,43.76321420048986,-79.38710510730743,Intersection
"York Mills, Silver Hills",43.7574902,-79.3747141,The Empire Fitness Room,43.765444,-79.384811,Gym
"York Mills, Silver Hills",43.7574902,-79.3747141,TTC Stop #328,43.74800010412239,-79.38477195513981,Bus Stop
"York Mills, Silver Hills",43.7574902,-79.3747141,York Mills Shopping Centre,43.74773098016195,-79.38472418910895,Shopping Mall
"York Mills, Silver Hills",43.7574902,-79.3747141,Rogers,43.75448656359882,-79.35801463555484,Electronics Store
"York Mills, Silver Hills",43.7574902,-79.3747141,Tim Hortons,43.7661259,-79.3884295,Coffee Shop
"York Mills, Silver Hills",43.7574902,-79.3747141,Nortown Foods,43.74729682328736,-79.38504045780961,Butcher
"York Mills, Silver Hills",43.7574902,-79.3747141,Lettieri,43.76901544989478,-79.38416197611689,Coffee Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,B.B. Cafe,43.79111742415979,-79.41807777426489,Café
"Willowdale, Newtonbrook",43.789053,-79.4084928,Daldongnae,43.78972879937165,-79.41810431599762,Korean Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Starbucks,43.796409,-79.419653,Coffee Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Eat Bkk Thai Kitchen & Bar,43.795696,-79.419205,Thai Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Tim Hortons,43.7893708,-79.4171281,Coffee Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Laterna,43.795592184558615,-79.41920451758718,Greek Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Galleria Supermarket,43.79900347878905,-79.42093140225478,Supermarket
"Willowdale, Newtonbrook",43.789053,-79.4084928,Yogoberri,43.79054894709088,-79.41827945932056,Dessert Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,The Alley,43.776359,-79.414384,Bubble Tea Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Cho Won Family Restaurant,43.78696808114668,-79.41797655377844,Korean Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Jungsoo Nae 정수네,43.783590292508485,-79.41647956104646,Korean Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Pyung Won House,43.77938630849616,-79.41551064596432,Korean Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Tea va See,43.79037834365394,-79.41803762356207,Hookah Bar
"Willowdale, Newtonbrook",43.789053,-79.4084928,Ichiban Sushi,43.79451074517962,-79.4197226256861,Sushi Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Hairy Tarantula,43.79770988670755,-79.4199739536252,Hobby Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Dolce Camerata Dessert,43.79531545346673,-79.42181898321385,Café
"Willowdale, Newtonbrook",43.789053,-79.4084928,Buk Chang Dong Soon Tofu 북창동 순두부 돌솥밥,43.77721927435776,-79.41486067859734,Korean Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,The Fry,43.78890902851442,-79.41809118521579,Korean Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Burrito Place,43.781257794964446,-79.41580077815041,Burrito Place
"Willowdale, Newtonbrook",43.789053,-79.4084928,Soul Cafe,43.7868867160622,-79.4181646485817,Café
"Willowdale, Newtonbrook",43.789053,-79.4084928,Super Khorak,43.79202257040816,-79.41845328363344,Grocery Store
"Willowdale, Newtonbrook",43.789053,-79.4084928,Chatime,43.778259726562766,-79.4153380393982,Bubble Tea Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Sansotei Ramen 三草亭,43.77670850946814,-79.41392739650291,Ramen Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Charcoal & Salt 숯과 소금,43.77838235992638,-79.41523956493873,Korean Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Kori Sushi,43.79161297568961,-79.39226749018948,Japanese Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Katsuya,43.790063017770166,-79.41812192412795,Japanese Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Popeyes Louisiana Kitchen,43.79246931082443,-79.41818792480603,Fried Chicken Joint
"Willowdale, Newtonbrook",43.789053,-79.4084928,Altona Kebob,43.79121308121634,-79.41799377823828,Middle Eastern Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Iranian Plaza,43.79138029365375,-79.4181635058563,Shopping Mall
"Willowdale, Newtonbrook",43.789053,-79.4084928,Finch Station Hot Dog Stand,43.78220254687473,-79.41547751426697,Hot Dog Joint
"Willowdale, Newtonbrook",43.789053,-79.4084928,Apkujung,43.795783117205126,-79.41931800240455,Korean Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Easy Drink Easy Go,43.776292092262,-79.41440463066101,Bubble Tea Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Toronto a la Cart - Korean,43.78056324457225,-79.41580061252955,Food Stand
"Willowdale, Newtonbrook",43.789053,-79.4084928,Pizza Shab,43.77662520025942,-79.41420078277588,Pizza Place
"Willowdale, Newtonbrook",43.789053,-79.4084928,Tim Hortons,43.7943859,-79.4198381,Coffee Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,TD Canada Trust,43.78719163185994,-79.41747139830699,Bank
"Willowdale, Newtonbrook",43.789053,-79.4084928,Staples,43.798399077474976,-79.42152589559555,Paper / Office Supplies Store
"Willowdale, Newtonbrook",43.789053,-79.4084928,Sang-Ji Fried Bao,43.776573,-79.41442,Dumpling Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Starbucks,43.780178,-79.416408,Coffee Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Orange Caramel,43.78106371488431,-79.41551227236549,Café
"Willowdale, Newtonbrook",43.789053,-79.4084928,Booster Juice,43.78109225,-79.41666875,Smoothie Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Congee Queen 皇后名粥,43.79551056066663,-79.42154967634553,Cantonese Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Harvey's,43.7922865144151,-79.39302398965629,Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Red Rose Pâtisserie,43.79343048582289,-79.41908863989865,Café
"Willowdale, Newtonbrook",43.789053,-79.4084928,Sweet O'Clock 芋尚道,43.77752612864565,-79.41492757843857,Dessert Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,RBC Royal Bank,43.781176730775485,-79.41615657487382,Bank
"Willowdale, Newtonbrook",43.789053,-79.4084928,Tim Hortons,43.78137662888331,-79.41566526889801,Coffee Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Starbucks,43.79656145319166,-79.42228614624621,Coffee Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Wild Wing,43.778012455210906,-79.41488414031369,Wings Joint
"Willowdale, Newtonbrook",43.789053,-79.4084928,Booster Juice,43.796356,-79.423161,Juice Bar
"Willowdale, Newtonbrook",43.789053,-79.4084928,Hendon Park,43.78103266952164,-79.42050541800349,Playground
"Willowdale, Newtonbrook",43.789053,-79.4084928,Yupdduk 동대문 엽기떡볶이,43.77924970943416,-79.41816953406678,Korean Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Huh Ga Ne 허가네,43.77936185155665,-79.41736595909839,Korean Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,ZenQ,43.77673092310047,-79.41452506160952,Bubble Tea Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Rose's New York,43.79584664220059,-79.41925108125957,Middle Eastern Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,TD Canada Trust,43.7913867,-79.3920816,Bank
"Willowdale, Newtonbrook",43.789053,-79.4084928,Dollarama,43.7955012,-79.4225197,Discount Store
"Willowdale, Newtonbrook",43.789053,-79.4084928,Taco Bell,43.79863326618956,-79.42060048086898,Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Subway,43.795903,-79.422419,Sandwich Place
"Willowdale, Newtonbrook",43.789053,-79.4084928,Shoppers Drug Mart,43.796197,-79.42219,Pharmacy
"Willowdale, Newtonbrook",43.789053,-79.4084928,Petro-Canada,43.792377,-79.39354,Gas Station
"Willowdale, Newtonbrook",43.789053,-79.4084928,Tufts' valu-mart,43.790843,-79.392045,Grocery Store
"Willowdale, Newtonbrook",43.789053,-79.4084928,Tim Hortons,43.7988336997364,-79.41971138119698,Coffee Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Petro-Canada,43.79279703099197,-79.39319661519343,Gas Station
"Willowdale, Newtonbrook",43.789053,-79.4084928,Tim Hortons,43.7960979,-79.4233473,Coffee Shop
"Willowdale, Newtonbrook",43.789053,-79.4084928,Centerpoint Mall Food Court,43.795759152501695,-79.422930714389,Food Court
"Willowdale, Newtonbrook",43.789053,-79.4084928,Thai Express,43.795875,-79.422295,Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Maxome Park,43.78741109203235,-79.40064027372757,Park
"Willowdale, Newtonbrook",43.789053,-79.4084928,KFC,43.7966,-79.4217,Fast Food Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Centerpoint Mall,43.79592680073375,-79.42241907119751,Shopping Mall
"Willowdale, Newtonbrook",43.789053,-79.4084928,Bayview Arena,43.78812412921377,-79.39396629747621,Skating Rink
"Willowdale, Newtonbrook",43.789053,-79.4084928,The Pickle Barrel,43.79583383599995,-79.42121916057721,Restaurant
"Willowdale, Newtonbrook",43.789053,-79.4084928,Bayview & Cummer,43.79232,-79.393599,Intersection
"Willowdale, Newtonbrook",43.789053,-79.4084928,Bayview & Finch,43.78492074750448,-79.39241985785098,Intersection
"Willowdale, Willowdale East",43.7701199,-79.4084928,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
"Willowdale, Willowdale East",43.7701199,-79.4084928,Loblaws,43.768722,-79.412101,Grocery Store
"Willowdale, Willowdale East",43.7701199,-79.4084928,The Captain's Boil,43.77325521704503,-79.41380541792645,Seafood Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Maryam Hotel,43.766961,-79.401199,Hotel
"Willowdale, Willowdale East",43.7701199,-79.4084928,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Cineplex Cinemas,43.76862539839479,-79.41261307104753,Movie Theater
"Willowdale, Willowdale East",43.7701199,-79.4084928,Starbucks,43.768353,-79.413046,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.4084928,Saryo,43.76697902009232,-79.41220491675689,Café
"Willowdale, Willowdale East",43.7701199,-79.4084928,The Alley,43.776359,-79.414384,Bubble Tea Shop
"Willowdale, Willowdale East",43.7701199,-79.4084928,Pastel Creperie & Dessert House,43.77621893353755,-79.41464769653886,Creperie
"Willowdale, Willowdale East",43.7701199,-79.4084928,Kinka Izakaya,43.76016102214242,-79.40982686116466,Japanese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,MYMY Chicken,43.76465797243293,-79.41109575340602,Fried Chicken Joint
"Willowdale, Willowdale East",43.7701199,-79.4084928,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Sushi Moto Sake & Wine Bar,43.764095,-79.411344,Sushi Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Sushi Bong,43.775428055109685,-79.41365367892402,Sushi Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Bake Code 烘焙密碼,43.763968809039525,-79.41164099097621,Bakery
"Willowdale, Willowdale East",43.7701199,-79.4084928,Toronto Centre for the Arts,43.76622825730736,-79.41411495208739,Theater
"Willowdale, Willowdale East",43.7701199,-79.4084928,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
"Willowdale, Willowdale East",43.7701199,-79.4084928,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
"Willowdale, Willowdale East",43.7701199,-79.4084928,Metro,43.77417110604527,-79.41343232989311,Supermarket
"Willowdale, Willowdale East",43.7701199,-79.4084928,Longo’s Sheppard Centre,43.762221,-79.410762,Grocery Store
"Willowdale, Willowdale East",43.7701199,-79.4084928,Roll.com,43.77528800664204,-79.41425610888591,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Dakgogi,43.77300999884724,-79.41387458796359,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Empress Walk,43.76854025285797,-79.4126707082784,Shopping Mall
"Willowdale, Willowdale East",43.7701199,-79.4084928,Buk Chang Dong Soon Tofu 북창동 순두부 돌솥밥,43.77721927435776,-79.41486067859734,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Aura,43.7660127993648,-79.41081286441447,Lounge
"Willowdale, Willowdale East",43.7701199,-79.4084928,Sansotei Ramen 三草亭,43.77670850946814,-79.41392739650291,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Dairy Queen,43.76701557770687,-79.4120009150447,Ice Cream Shop
"Willowdale, Willowdale East",43.7701199,-79.4084928,Pizzaiolo,43.76428931934003,-79.41177961294926,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.4084928,Cottage Restaurant,43.77557162610398,-79.41323375417596,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.4084928,Booster Juice,43.76889,-79.4129899,Juice Bar
"Willowdale, Willowdale East",43.7701199,-79.4084928,Haida Sandwich,43.77543167870811,-79.41358715002293,Fast Food Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,EatBKK,43.75932043498974,-79.41045418068941,Thai Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Hero Certified Burgers,43.75888500612359,-79.41024925836751,Burger Joint
"Willowdale, Willowdale East",43.7701199,-79.4084928,St. Louis Bar & Grill,43.77304026482439,-79.413770539975,Sports Bar
"Willowdale, Willowdale East",43.7701199,-79.4084928,Sushi One,43.76441166173842,-79.41187984957911,Japanese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Easy Drink Easy Go,43.776292092262,-79.41440463066101,Bubble Tea Shop
"Willowdale, Willowdale East",43.7701199,-79.4084928,Pyung Won House,43.77938630849616,-79.41551064596432,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Owl of Minerva,43.77332781286472,-79.41391451544317,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Five Guys,43.76240027532789,-79.4107626699753,Burger Joint
"Willowdale, Willowdale East",43.7701199,-79.4084928,GoodLife Fitness North York Madison Centre,43.764836,-79.412709,Gym
"Willowdale, Willowdale East",43.7701199,-79.4084928,PetSmart,43.769139,-79.412522,Pet Store
"Willowdale, Willowdale East",43.7701199,-79.4084928,Nolbu,43.76302920514095,-79.41193749503265,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Pizza Shab,43.77662520025942,-79.41420078277588,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.4084928,Hakata Shoryuken Ramen,43.77351855289592,-79.41387203910281,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Chatime,43.778259726562766,-79.4153380393982,Bubble Tea Shop
"Willowdale, Willowdale East",43.7701199,-79.4084928,Sang-Ji Fried Bao,43.776573,-79.41442,Dumpling Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Aburi Room,43.769197,-79.414039,Sushi Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Gol,43.76424,-79.411265,Middle Eastern Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Starbucks,43.768464,-79.414017,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.4084928,Charcoal & Salt 숯과 소금,43.77838235992638,-79.41523956493873,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.4084928,Rain Spa & Salon,43.76586691683565,-79.39241108755428,Spa
